Discharge of water by farm type; discharge; region and time;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
 ; ; ;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
115 Freshwater aquaculture;;;;;;;;;;;;;;;;;
 ;SP Wastewater, 1,000 m3;;;;;;;;;;;;;;;;
 ; ;482 Langeland;..;12;..;10;10;12;11;10;8;8;7;7;7;7;7
 ; ;410 Middelfart;..;7;..;5;5;5;4;4;4;4;4;4;4;3;3
 ; ;480 Nordfyns;..;14;..;8;7;7;6;6;6;5;5;5;5;5;5
 ; ;450 Nyborg;..;9;..;7;7;7;7;6;4;4;4;4;4;4;4
 ; ;461 Odense;..;6;..;5;5;5;4;5;3;3;3;3;3;3;3
 ; ;479 Svendborg;..;10;..;9;9;9;7;7;5;4;5;5;5;5;5
 ; ;492 Ærø;..;5;..;4;4;4;4;4;2;2;2;2;2;2;2
 ; ;530 Billund;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;561 Esbjerg;..;6;..;6;5;5;5;5;4;4;4;4;4;4;4
 ; ;563 Fanø;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;607 Fredericia;..;2;..;1;1;1;1;1;1;1;1;1;0;0;0
 ; ;510 Haderslev;..;9;..;11;10;10;11;11;10;10;9;9;8;8;8
 ; ;621 Kolding;..;15;..;14;13;11;6;6;4;4;4;4;4;4;4
 ; ;540 Sønderborg;..;23;..;21;20;17;14;14;11;11;10;9;9;8;8
 ; ;550 Tønder;..;10;..;11;12;12;11;11;10;10;9;9;8;8;8
 ; ;573 Varde;..;16;..;14;13;11;11;10;6;6;6;6;6;6;6
 ; ;575 Vejen;..;17;..;16;16;16;14;13;9;9;9;9;9;9;9
 ; ;630 Vejle;..;22;..;20;20;20;17;17;16;16;15;15;15;14;14
 ; ;580 Aabenraa;..;7;..;7;7;7;7;7;4;4;4;3;3;3;3
 ; ;082 Region Midtjylland;..;194;..;182;174;172;160;157;122;120;117;111;112;111;110
 ; ;710 Favrskov;..;14;..;13;13;12;12;11;8;8;8;8;8;8;8
 ; ;766 Hedensted;..;18;..;15;14;13;13;13;8;8;9;8;9;9;9
 ; ;615 Horsens;..;9;..;10;9;11;8;8;7;6;6;6;6;6;6
 ; ;707 Norddjurs;..;5;..;5;5;5;5;5;4;4;4;3;4;4;4
 ; ;727 Odder;..;11;..;10;10;10;10;10;9;9;9;9;9;9;9
 ; ;730 Randers;..;9;..;9;9;9;8;8;6;6;6;5;6;5;5
 ; ;741 Samsø;..;4;..;4;3;3;3;3;3;2;2;2;2;2;2
 ; ;740 Silkeborg;..;14;..;13;12;11;11;11;7;7;7;6;6;6;6
 ; ;746 Skanderborg;..;5;..;4;4;4;4;4;3;3;3;3;3;3;3
 ; ;706 Syddjurs;..;10;..;10;10;9;8;8;5;5;5;5;5;5;5
 ; ;751 Aarhus;..;9;..;9;9;9;8;8;8;8;7;7;7;7;7
 ; ;657 Herning;..;19;..;18;17;17;16;16;12;13;12;11;12;12;12
 ; ;661 Holstebro;..;11;..;10;10;10;9;10;9;9;9;9;8;8;8
 ; ;756 Ikast-Brande;..;4;..;4;4;3;3;3;3;3;3;3;3;3;3
 ; ;665 Lemvig;..;11;..;10;10;9;9;8;5;5;5;5;5;5;5
 ; ;760 Ringkøbing-Skjern;..;12;..;11;11;10;10;10;6;6;6;5;5;5;5
 ; ;779 Skive;..;13;..;12;11;10;10;10;7;6;6;5;5;5;5
 ; ;671 Struer;..;7;..;7;6;6;6;6;3;3;3;3;3;3;3
 ; ;791 Viborg;..;9;..;9;8;8;8;8;7;7;7;6;7;6;6
 ; ;081 Region Nordjylland;..;90;..;85;82;81;74;72;63;62;59;56;55;53;54
 ; ;810 Brønderslev;..;9;..;9;9;9;8;8;8;7;7;7;7;7;7
 ; ;813 Frederikshavn;..;5;..;5;5;5;4;5;4;4;3;3;3;3;3
 ; ;860 Hjørring;..;18;..;17;16;16;14;13;11;11;10;9;10;10;10
 ; ;849 Jammerbugt;..;10;..;10;10;9;9;9;8;8;8;7;7;7;7
 ; ;825 Læsø;..;0;..;0;0;0;0;1;0;0;0;0;0;0;0
 ; ;846 Mariagerfjord;..;10;..;9;9;9;8;7;7;7;6;6;5;5;6
 ; ;773 Morsø;..;7;..;6;6;6;5;4;3;3;2;2;2;2;2
 ; ;840 Rebild;..;7;..;7;7;6;6;6;5;5;5;5;5;5;5
 ; ;787 Thisted;..;8;..;6;6;6;5;5;3;3;3;3;3;3;3
 ; ;820 Vesthimmerlands;..;4;..;4;4;4;4;3;3;3;3;3;3;3;3
 ; ;851 Aalborg;..;13;..;12;12;12;11;11;10;10;10;9;9;8;8
 ;FO Phosphorus, tonnes total P;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;193;..;177;173;165;144;143;78;77;74;69;69;68;68
 ; ;084 Region Hovedstaden;..;12;..;13;12;10;9;9;6;6;5;5;5;5;5
 ; ;101 Copenhagen;..;1;..;2;2;2;1;2;1;1;1;1;1;1;1
 ; ;147 Frederiksberg;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;185 Tårnby;..;1;..;1;1;0;0;0;..;0;0;0;0;0;0
 ; ;165 Albertslund;..;0;..;0;0;0;0;0;..;0;0;0;0;0;0
 ; ;151 Ballerup;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;153 Brøndby;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;157 Gentofte;..;0;..;0;0;0;0;0;..;0;0;0;..;..;..
 ; ;159 Gladsaxe;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;161 Glostrup;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;163 Herlev;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;167 Hvidovre;..;0;..;0;0;0;0;..;..;..;..;..;..;..;..
 ; ;169 Høje-Taastrup;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;183 Ishøj;..;0;..;0;0;0;..;0;..;0;0;0;0;0;0
 ; ;173 Lyngby-Taarbæk;..;0;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;175 Rødovre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;187 Vallensbæk;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;201 Allerød;..;1;..;1;1;1;0;0;0;0;0;0;0;0;0
 ; ;240 Egedal;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;210 Fredensborg;..;1;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;250 Frederikssund;..;1;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;190 Furesø;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;270 Gribskov;..;1;..;1;1;1;0;1;0;0;0;0;0;0;0
 ; ;260 Halsnæs;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;217 Helsingør;..;1;..;1;0;0;0;0;0;0;0;0;0;0;0
 ; ;219 Hillerød;..;1;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;223 Hørsholm;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;230 Rudersdal;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;400 Bornholm;..;6;..;6;5;4;4;4;3;3;3;3;3;3;3
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;69;..;63;63;60;49;50;25;24;23;21;21;20;20
 ; ;253 Greve;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;259 Køge;..;2;..;2;2;2;1;1;1;1;1;1;1;1;1
 ; ;350 Lejre;..;1;..;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;265 Roskilde;..;2;..;2;2;1;1;1;0;0;0;0;0;0;0
 ; ;269 Solrød;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;320 Faxe;..;5;..;5;5;5;5;4;2;2;2;2;2;2;2
 ; ;376 Guldborgsund;..;11;..;9;8;7;7;7;3;3;3;3;3;3;3
 ; ;316 Holbæk;..;4;..;4;4;4;3;3;2;2;1;1;1;1;1
 ; ;326 Kalundborg;..;3;..;3;3;3;2;2;1;1;1;1;1;1;1
 ; ;360 Lolland;..;8;..;8;8;7;4;7;3;3;3;3;3;3;3
 ; ;370 Næstved;..;9;..;9;9;9;8;7;4;4;3;3;3;2;2
 ; ;306 Odsherred;..;4;..;3;3;3;3;3;2;2;1;1;1;1;1
 ; ;329 Ringsted;..;4;..;3;3;3;2;2;1;1;0;0;0;0;0
 ; ;330 Slagelse;..;4;..;4;5;5;3;3;1;2;1;1;1;1;1
 ; ;340 Sorø;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;336 Stevns;..;3;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;390 Vordingborg;..;7;..;6;6;6;5;5;2;2;2;2;2;2;2
 ; ;083 Region Syddanmark;..;48;..;43;42;39;34;33;19;19;18;17;17;17;17
 ; ;420 Assens;..;2;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;430 Faaborg-Midtfyn;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;440 Kerteminde;..;1;..;1;2;2;1;1;0;0;0;0;0;0;0
 ; ;482 Langeland;..;3;..;2;2;3;3;2;1;1;1;1;1;1;1
 ; ;410 Middelfart;..;1;..;1;1;1;1;1;1;1;1;0;0;0;0
 ; ;480 Nordfyns;..;3;..;2;2;1;1;1;1;1;1;1;1;1;1
 ; ;450 Nyborg;..;2;..;2;2;2;1;1;1;1;1;1;1;1;1
 ; ;461 Odense;..;1;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;479 Svendborg;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;492 Ærø;..;1;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;530 Billund;..;1;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;561 Esbjerg;..;1;..;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;563 Fanø;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;607 Fredericia;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;510 Haderslev;..;2;..;2;2;2;2;2;2;2;1;1;1;1;1
 ; ;621 Kolding;..;3;..;3;3;2;1;1;1;1;1;1;1;1;1
 ; ;540 Sønderborg;..;5;..;5;5;4;3;3;2;2;2;1;1;1;1
 ; ;550 Tønder;..;2;..;3;3;3;2;2;2;2;2;1;1;1;1
 ; ;573 Varde;..;4;..;3;3;3;2;2;1;1;1;1;1;1;1
 ; ;575 Vejen;..;4;..;4;4;4;3;3;2;1;1;1;1;1;1
 ; ;630 Vejle;..;5;..;4;4;4;4;4;2;2;2;2;2;2;2
 ; ;580 Aabenraa;..;2;..;2;2;2;1;1;1;1;1;1;1;1;1
 ; ;082 Region Midtjylland;..;43;..;40;38;37;35;34;19;19;18;17;17;17;17
 ; ;710 Favrskov;..;3;..;3;3;3;3;3;1;1;1;1;1;1;1
 ; ;766 Hedensted;..;4;..;3;3;3;3;3;1;1;1;1;1;1;1
 ; ;615 Horsens;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;707 Norddjurs;..;1;..;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;727 Odder;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;730 Randers;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;741 Samsø;..;1;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;740 Silkeborg;..;3;..;3;3;3;2;2;1;1;1;1;1;1;1
 ; ;746 Skanderborg;..;1;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;706 Syddjurs;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;751 Aarhus;..;2;..;2;2;2;1;1;1;1;1;1;1;1;1
 ; ;657 Herning;..;4;..;4;4;4;4;4;2;2;2;2;2;2;2
 ; ;661 Holstebro;..;2;..;2;2;2;2;2;2;2;2;1;1;1;1
 ; ;756 Ikast-Brande;..;1;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;665 Lemvig;..;3;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;760 Ringkøbing-Skjern;..;3;..;3;2;2;2;2;1;1;1;1;1;1;1
 ; ;779 Skive;..;3;..;3;2;2;2;2;1;1;1;1;1;1;1
 ; ;671 Struer;..;2;..;1;1;1;1;1;1;1;1;0;0;0;0
 ; ;791 Viborg;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;081 Region Nordjylland;..;20;..;19;19;18;17;16;10;10;10;9;9;9;9
 ; ;810 Brønderslev;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;813 Frederikshavn;..;1;..;1;1;1;1;1;1;1;1;0;1;0;0
 ; ;860 Hjørring;..;4;..;4;4;4;3;3;2;2;2;2;2;2;2
 ; ;849 Jammerbugt;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;825 Læsø;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;846 Mariagerfjord;..;2;..;2;2;2;2;2;1;1;1;1;1;1;1
 ; ;773 Morsø;..;2;..;1;1;1;1;1;0;0;0;0;0;0;0
 ; ;840 Rebild;..;2;..;2;1;1;1;1;1;1;1;1;1;1;1
 ; ;787 Thisted;..;2;..;1;1;1;1;1;1;0;0;0;0;0;0
 ; ;820 Vesthimmerlands;..;1;..;1;1;1;1;1;1;1;1;0;0;0;0
 ; ;851 Aalborg;..;3;..;3;3;3;3;2;2;2;2;2;1;1;1
 ;OR Organic matter, tonnes BOD5;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;3263;..;2984;2901;2757;2386;2371;1739;1711;1634;1520;1509;1471;1469
 ; ;084 Region Hovedstaden;..;210;..;213;203;168;143;151;118;120;114;111;109;108;108
 ; ;101 Copenhagen;..;13;..;28;28;27;24;34;17;17;17;17;17;17;17
 ; ;147 Frederiksberg;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;1;..;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;185 Tårnby;..;10;..;9;10;8;2;1;..;1;1;1;1;1;1
 ; ;165 Albertslund;..;0;..;0;0;0;0;0;..;0;0;0;0;0;0
 ; ;151 Ballerup;..;3;..;3;2;2;1;1;1;0;0;0;0;0;0
 ; ;153 Brøndby;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;157 Gentofte;..;2;..;2;1;1;0;0;..;0;0;0;..;..;..
 ; ;159 Gladsaxe;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;161 Glostrup;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;163 Herlev;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;167 Hvidovre;..;0;..;0;0;0;0;..;..;..;..;..;..;..;..
 ; ;169 Høje-Taastrup;..;2;..;1;1;0;0;0;0;0;0;0;0;0;0
 ; ;183 Ishøj;..;0;..;0;0;0;..;0;..;0;0;1;0;0;0
 ; ;173 Lyngby-Taarbæk;..;0;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;175 Rødovre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;187 Vallensbæk;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;201 Allerød;..;10;..;9;9;8;3;3;2;2;1;1;1;1;1
 ; ;240 Egedal;..;6;..;5;4;3;5;5;3;3;2;2;2;2;2
 ; ;210 Fredensborg;..;9;..;7;5;4;3;3;2;2;2;2;2;2;2
 ; ;250 Frederikssund;..;19;..;18;17;16;10;7;5;5;5;4;4;4;4
 ; ;190 Furesø;..;1;..;1;1;1;0;0;0;0;0;0;0;0;0
 ; ;270 Gribskov;..;10;..;9;9;8;7;7;4;4;4;4;4;4;4
 ; ;260 Halsnæs;..;4;..;5;6;6;2;2;1;1;1;1;1;1;1
 ; ;217 Helsingør;..;11;..;9;8;7;5;6;4;4;4;4;4;4;4
 ; ;219 Hillerød;..;9;..;7;6;6;3;4;3;3;3;3;2;2;2
 ; ;223 Hørsholm;..;2;..;2;2;2;0;0;0;0;0;0;0;0;0
 ; ;230 Rudersdal;..;1;..;1;1;1;0;1;1;1;1;1;1;1;1
 ; ;400 Bornholm;..;96;..;95;93;65;75;75;73;73;70;69;68;67;67
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;1174;..;1069;1064;1015;832;849;558;549;525;474;466;451;451
 ; ;253 Greve;..;4;..;5;4;4;0;0;1;1;1;1;1;1;1
 ; ;259 Køge;..;35;..;34;29;26;22;20;15;15;14;13;13;13;13
 ; ;350 Lejre;..;23;..;22;19;19;17;16;14;13;13;12;12;12;13
 ; ;265 Roskilde;..;27;..;26;26;22;12;9;8;7;7;6;6;7;7
 ; ;269 Solrød;..;2;..;3;3;3;3;2;2;2;2;2;2;2;2
 ; ;320 Faxe;..;90;..;88;89;86;77;73;46;45;41;35;36;34;34
 ; ;376 Guldborgsund;..;187;..;146;129;122;114;113;74;74;73;68;71;70;70
 ; ;316 Holbæk;..;68;..;67;62;62;52;51;36;36;34;30;29;24;24
 ; ;326 Kalundborg;..;57;..;56;55;57;39;41;29;29;29;27;28;32;32
 ; ;360 Lolland;..;134;..;126;129;125;75;115;74;74;71;70;69;69;69
 ; ;370 Næstved;..;155;..;147;157;149;130;125;84;82;77;63;56;50;50
 ; ;306 Odsherred;..;62;..;59;57;56;52;51;37;36;34;30;27;25;25
 ; ;329 Ringsted;..;62;..;54;52;48;40;35;19;16;11;8;7;5;4
 ; ;330 Slagelse;..;71;..;63;78;78;56;55;33;33;32;30;29;29;29
 ; ;340 Sorø;..;34;..;33;42;30;27;26;19;19;20;17;17;17;17
 ; ;336 Stevns;..;50;..;40;34;31;26;25;13;13;12;10;10;10;10
 ; ;390 Vordingborg;..;112;..;101;100;98;90;90;54;54;55;51;52;51;51
 ; ;083 Region Syddanmark;..;803;..;703;684;642;555;533;403;393;374;353;350;342;342
 ; ;420 Assens;..;24;..;19;18;16;13;12;7;7;7;6;6;5;5
 ; ;430 Faaborg-Midtfyn;..;35;..;27;27;26;24;22;19;19;19;18;18;18;18
 ; ;440 Kerteminde;..;21;..;20;30;30;16;16;10;10;10;9;9;9;9
 ; ;482 Langeland;..;46;..;38;39;44;43;37;29;29;27;26;26;26;26
 ; ;410 Middelfart;..;19;..;14;13;11;9;8;8;8;7;7;6;6;6
 ; ;480 Nordfyns;..;53;..;28;24;23;18;19;17;16;14;14;14;14;14
 ; ;450 Nyborg;..;35;..;29;28;26;25;24;16;16;16;15;16;16;16
 ; ;461 Odense;..;22;..;17;16;15;14;15;10;10;9;9;9;9;9
 ; ;479 Svendborg;..;37;..;34;32;29;24;24;13;11;13;12;13;12;12
 ; ;492 Ærø;..;20;..;15;15;14;13;13;7;7;7;7;7;6;6
 ; ;530 Billund;..;9;..;8;8;7;6;6;5;5;5;5;4;4;5
 ; ;561 Esbjerg;..;23;..;21;19;18;17;16;14;14;13;13;12;12;12
 ; ;563 Fanø;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;607 Fredericia;..;6;..;4;3;3;2;2;2;2;2;2;2;1;1
 ; ;510 Haderslev;..;32;..;36;33;30;36;35;32;31;25;25;24;24;24
 ; ;621 Kolding;..;59;..;53;49;42;23;23;14;14;12;12;12;12;12
 ; ;540 Sønderborg;..;93;..;86;82;69;54;53;40;39;36;33;31;29;29
 ; ;550 Tønder;..;39;..;43;46;45;43;41;37;37;36;33;31;31;31
 ; ;573 Varde;..;59;..;54;48;42;38;35;20;21;20;19;19;19;19
 ; ;575 Vejen;..;66;..;62;61;59;51;50;34;34;34;31;33;32;32
 ; ;630 Vejle;..;78;..;69;69;67;59;57;52;51;50;47;47;45;43
 ; ;580 Aabenraa;..;28;..;27;26;26;25;25;15;13;12;11;10;10;10
 ; ;082 Region Midtjylland;..;728;..;675;635;624;573;564;426;419;404;378;384;379;375
 ; ;710 Favrskov;..;52;..;49;47;46;44;42;30;30;29;27;29;28;28
 ; ;766 Hedensted;..;70;..;56;50;48;47;45;27;27;28;27;29;30;30
 ; ;615 Horsens;..;36;..;35;31;41;28;25;23;20;19;18;18;17;17
 ; ;707 Norddjurs;..;20;..;20;20;19;19;19;14;14;14;12;13;14;14
 ; ;727 Odder;..;31;..;29;28;28;27;26;26;26;25;24;23;23;23
 ; ;730 Randers;..;36;..;34;34;33;31;30;22;22;22;20;21;21;21
 ; ;741 Samsø;..;14;..;14;13;13;11;11;10;9;9;8;7;7;6
 ; ;740 Silkeborg;..;53;..;51;45;43;41;40;27;26;25;23;23;23;22
 ; ;746 Skanderborg;..;17;..;14;13;13;11;11;10;10;9;9;9;9;9
 ; ;706 Syddjurs;..;38;..;40;37;35;28;29;19;19;17;16;16;17;16
 ; ;751 Aarhus;..;30;..;32;24;23;18;20;17;17;17;17;17;16;16
 ; ;657 Herning;..;75;..;68;65;64;62;61;47;48;47;44;46;45;45
 ; ;661 Holstebro;..;40;..;39;37;36;36;37;36;36;35;33;31;29;29
 ; ;756 Ikast-Brande;..;14;..;14;14;14;12;12;11;11;11;11;11;11;11
 ; ;665 Lemvig;..;42;..;37;35;32;31;30;18;18;17;16;17;16;16
 ; ;760 Ringkøbing-Skjern;..;45;..;42;41;39;37;37;23;22;22;20;20;20;20
 ; ;779 Skive;..;52;..;45;42;40;38;37;26;24;22;19;19;19;19
 ; ;671 Struer;..;28;..;25;25;24;22;21;12;12;11;10;10;10;10
 ; ;791 Viborg;..;35;..;33;32;31;30;30;28;27;26;25;25;25;25
 ; ;081 Region Nordjylland;..;349;..;324;315;308;281;274;234;230;218;204;200;192;193
 ; ;810 Brønderslev;..;35;..;34;34;33;32;31;30;29;29;26;26;26;26
 ; ;813 Frederikshavn;..;19;..;19;18;17;16;17;14;13;12;11;11;11;11
 ; ;860 Hjørring;..;70;..;66;65;63;54;52;44;43;40;37;38;37;37
 ; ;849 Jammerbugt;..;38;..;37;36;35;34;33;30;29;28;26;25;24;24
 ; ;825 Læsø;..;2;..;2;2;2;2;2;2;2;2;1;1;1;1
 ; ;846 Mariagerfjord;..;39;..;35;35;33;30;28;26;25;24;23;19;19;21
 ; ;773 Morsø;..;27;..;24;23;21;18;17;9;9;9;8;8;8;8
 ; ;840 Rebild;..;27;..;26;25;24;22;22;20;20;20;19;19;18;18
 ; ;787 Thisted;..;29;..;22;21;21;19;19;11;11;10;9;9;9;9
 ; ;820 Vesthimmerlands;..;15;..;15;14;14;14;13;12;12;11;10;11;11;10
 ; ;851 Aalborg;..;47;..;45;44;43;42;40;37;36;34;32;31;27;27
140 Precipitation based discharge;;;;;;;;;;;;;;;;;
 ;SP Wastewater, 1,000 m3;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;..;..;..;334595;392260;312980;386102;228159;353152;312046;313111;286887;434734;453100
 ; ;084 Region Hovedstaden;..;..;..;..;109510;115580;88687;120077;33514;54862;43801;54581;43353;77737;67827
 ; ;101 Copenhagen;..;..;..;..;62822;65318;49806;67780;3685;8744;6665;8457;5779;11458;10511
 ; ;147 Frederiksberg;..;..;..;..;2;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;..;..;..;254;275;231;175;109;171;134;211;146;365;263
 ; ;185 Tårnby;..;..;..;..;1123;1123;959;1165;753;1079;556;672;574;828;569
 ; ;165 Albertslund;..;..;..;..;2362;2558;2495;2899;2899;2076;1367;2004;1976;3155;2898
 ; ;151 Ballerup;..;..;..;..;4144;4535;3566;4768;2752;3604;2741;4031;2963;6084;4743
 ; ;153 Brøndby;..;..;..;..;1621;1763;1387;1335;829;1267;1410;2104;1308;3321;2892
 ; ;157 Gentofte;..;..;..;..;3276;3549;1958;1942;706;1870;1559;2154;1745;3312;2958
 ; ;159 Gladsaxe;..;..;..;..;1719;1992;889;864;520;969;865;954;545;1103;1026
 ; ;161 Glostrup;..;..;..;..;608;659;659;675;417;696;551;589;486;776;850
 ; ;163 Herlev;..;..;..;..;937;1015;834;1134;645;1124;831;1533;1110;1559;1346
 ; ;167 Hvidovre;..;..;..;..;2717;5344;2822;3466;2218;2444;2372;2857;3348;5006;4283
 ; ;169 Høje-Taastrup;..;..;..;..;3354;3480;2856;3589;1882;3010;2896;3040;2569;3960;3728
 ; ;183 Ishøj;..;..;..;..;763;763;404;84;553;864;1526;1531;1347;3578;3419
 ; ;173 Lyngby-Taarbæk;..;..;..;..;653;920;912;1329;752;1513;1402;1173;1144;1464;1067
 ; ;175 Rødovre;..;..;..;..;1309;1309;1121;875;505;749;562;909;754;1234;1027
 ; ;187 Vallensbæk;..;..;..;..;2799;2799;2225;2387;2072;2358;1712;2369;2145;4059;3144
 ; ;201 Allerød;..;..;..;..;782;847;673;847;572;958;757;810;700;1353;1051
 ; ;240 Egedal;..;..;..;..;1359;1473;1170;1498;894;2182;1690;1801;1542;2649;1949
 ; ;210 Fredensborg;..;..;..;..;3257;3650;2859;3597;2368;4035;3105;2817;2535;4065;3183
 ; ;250 Frederikssund;..;..;..;..;1385;1420;1149;1342;817;1406;1146;1185;1108;1698;2023
 ; ;190 Furesø;..;..;..;..;..;1804;1453;1974;1514;2590;1496;1935;1251;2751;2093
 ; ;270 Gribskov;..;..;..;..;423;1135;946;1064;716;1245;909;1087;877;1432;2198
 ; ;260 Halsnæs;..;..;..;..;596;936;876;929;578;1008;862;969;795;1381;1351
 ; ;217 Helsingør;..;..;..;..;1751;1800;1572;2032;1268;2055;1578;1797;1389;2743;2368
 ; ;219 Hillerød;..;..;..;..;1317;1381;1873;2919;1052;3053;1854;3066;1870;2808;2281
 ; ;223 Hørsholm;..;..;..;..;868;944;751;969;429;807;871;873;595;991;852
 ; ;230 Rudersdal;..;..;..;..;689;816;784;1004;594;1008;933;1444;1044;2147;1576
 ; ;400 Bornholm;..;..;..;..;6621;1971;1459;7436;1414;1978;1450;2210;1708;2456;2177
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;..;..;..;34589;45285;34202;45008;30427;42349;35827;35438;33944;50489;55926
 ; ;253 Greve;..;..;..;..;2357;2417;2519;2948;1990;3099;2503;2452;2090;3356;4191
 ; ;259 Køge;..;..;..;..;4772;5672;3945;5257;2996;4023;4463;4789;4057;6039;5792
 ; ;350 Lejre;..;..;..;..;455;1191;992;1211;774;1192;992;987;928;1195;2140
 ; ;265 Roskilde;..;..;..;..;3737;3972;3314;3927;2580;3506;4282;3443;3442;5201;3885
 ; ;269 Solrød;..;..;..;..;791;1135;946;1131;764;1221;971;952;842;1304;1265
 ; ;320 Faxe;..;..;..;..;1821;3011;2568;2961;2096;3286;1638;1555;1539;2399;2375
 ; ;376 Guldborgsund;..;..;..;..;1180;1778;1438;1938;1331;3967;3089;3053;3191;4482;4671
 ; ;316 Holbæk;..;..;..;..;3342;3803;3125;3824;2294;3885;3021;3042;3065;4234;5098
 ; ;326 Kalundborg;..;..;..;..;32;35;29;29;29;3013;2387;2568;2545;2771;3237
 ; ;360 Lolland;..;..;..;..;2114;2526;2114;2543;1747;2917;2428;2497;2079;3314;4597
 ; ;370 Næstved;..;..;..;..;1454;3326;3371;3778;2518;2258;2316;2270;2123;3328;3544
 ; ;306 Odsherred;..;..;..;..;511;1401;738;1288;814;1517;1180;1239;1181;1711;1514
 ; ;329 Ringsted;..;..;..;..;1550;1046;1208;1442;1044;1726;1694;1726;1629;3503;2581
